Jop title,Company name,Location,Skills,links
Market Data Collector - مندوب جمع بيانات من الأسواق,Eldib & Co,"Alkhalifa, Cairo, Egypt ",Full timeEntry Level · males_only · Research · Market Research · Analysis · Customer Service · Customer Care · Customer Support · Customer Service/Support · Analyst/Research,https://wuzzuf.net/jobs/p/hjIYP0gw3G0W-Market-Data-Collector---مندوب-جمع-بيانات-من-الأسواق-Eldib-Co-Cairo-Egypt?o=61&l=sp&t=sj&a=data analysis|search-v3|hpb
Chief Financial Officer CFO,Better Home,"New Cairo, Cairo, Egypt ",Full timeSenior Management · 20+ Yrs of Exp · CFO · Financial · Financial Analysis · Accounting · Construction · Finance · Real Estate · Corporate · Data Analysis · Financial Management,https://wuzzuf.net/jobs/p/fwEo2CJc0bt7-Chief-Financial-Officer-CFO-Better-Home-Cairo-Egypt?o=62&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Graphic Designer,e Aswaaq Misr,"Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · English · Social Media · Marketing · Arabic · E-Commerce · Photoshop · Data Analysis · SEO · Digital Marketing · Media,https://wuzzuf.net/jobs/p/xyGrjZggvtYQ-Senior-Graphic-Designer-e-Aswaaq-Misr-Giza-Egypt?o=63&l=sp&t=sj&a=data analysis|search-v3|hpb
Junior Events Analyst,Z2 Data,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 0 - 2 Yrs of Exp · Data Analysis · Commerce · Arts · Data Management · Computer Skills · Microsoft Office · English · Mass Communication · Events Planning · Law,https://wuzzuf.net/jobs/p/xa1tdFvPO3tW-Junior-Events-Analyst-Z2-Data-Cairo-Egypt?o=64&l=sp&t=sj&a=data analysis|search-v3|hpb
Cost Accountant - Construction Background,Red Sea International For Contracting ,"Giza, Egypt ",Full timeExperienced · 5 - 10 Yrs of Exp · Cost Accounting · Construction · Financial Analysis · Accounting · Finance · Accounting/Finance,https://wuzzuf.net/jobs/p/R8fEWqYunf84-Cost-Accountant---Construction-Background-Red-Sea-International-For-Contracting-Giza-Egypt?o=65&l=sp&t=sj&a=data analysis|search-v3|hpb
Financial Analyst,Confidential -,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 5 - 7 Yrs of Exp · Cash Flow · Communication · ERP · Financial Analysis · Financial Reporting · Financial Statements Analysis · Accounting · English · excel · Financial,https://wuzzuf.net/jobs/p/vw0ARzkJGsfN-Financial-Analyst-Cairo-Egypt?o=66&l=sp&t=sj&a=data analysis|search-v3|hpb
IT Manager,Confidential -,"Nasr City, Cairo, Egypt ",Full timeManager · 12+ Yrs of Exp · Analysis · computer · Computer Engineering · Computer Hardware · Computer Science · Information Technology (IT) · Installation · Management · Project Management · Software,https://wuzzuf.net/jobs/p/mzLFxjFv9F2L-IT-Manager-Cairo-Egypt?o=67&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Data Scientist,Wakeb Data,"Mohandessin, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Data Science · Python · Computer Science · Data Scientist · Speech Recognition · Computer vision · machine-learning · Statistics · Information Technology (IT) · IT/Software Development,https://wuzzuf.net/jobs/p/2hrFOqdT0yRH-Senior-Data-Scientist-Wakeb-Data-Giza-Egypt?o=68&l=sp&t=sj&a=data analysis|search-v3|hpb
Market Research Analyst,Confidential -,"Alexandria, Egypt ",Full timeExperienced · 3 - 4 Yrs of Exp · FMCG · Market Research · Pharmaceutical · E-Marketing · English · Marketing · Planning · Social Media · Analysis · Marketing/PR/Advertising,https://wuzzuf.net/jobs/p/bxFwltRWNBPb-Market-Research-Analyst-Alexandria-Egypt?o=69&l=sp&t=sj&a=data analysis|search-v3|hpb
Risk Officer,Basata Microfinance Solutions ,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Risk · Banking · Finance · Economics · Statistics · Business Administration · Microsoft Office · Risk Management · Accounting · Business,https://wuzzuf.net/jobs/p/PGViNG6Si8c8-Risk-Officer-Basata-Microfinance-Solutions-Cairo-Egypt?o=70&l=sp&t=sj&a=data analysis|search-v3|hpb
Marketing Analyst,Egypt Power Group,"Nasr City, Cairo, Egypt ",Full timeExperienced · 5 - 7 Yrs of Exp · Marketing · Analysis · Market Research · analytical · CRM · Marketing/PR/Advertising · Analyst/Research,https://wuzzuf.net/jobs/p/wi2IbAU8VWrF-Marketing-Analyst-Egypt-Power-Group-Cairo-Egypt?o=71&l=sp&t=sj&a=data analysis|search-v3|hpb
Junior Accountant,Ramtrade,"Nasr City, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Finance · Accounting · SAP · Microsoft Office · Financial Analysis · Accounting/Finance,https://wuzzuf.net/jobs/p/Y1WLfbaGV1YS-Junior-Accountant-Ramtrade-Cairo-Egypt?o=72&l=sp&t=sj&a=data analysis|search-v3|hpb
Big Data Engineer,Interact Technology Solutions,"Maadi, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Microsoft Office · OOP concept · C# · ASP.NET · JavaScript · SQL · Microsoft CRM · SharePoint · MVC · Knockout,https://wuzzuf.net/jobs/p/nZd1o8mrnxwD-Big-Data-Engineer-Interact-Technology-Solutions-Cairo-Egypt?o=73&l=sp&t=sj&a=data analysis|search-v3|hpb
Commercial Finance Section Head (Costing & Analysis),Confidential -,"New Cairo, Cairo, Egypt ",Full timeExperienced · 5 - 8 Yrs of Exp · Financial Analysis · Finance · Analytical · Accounting · Financial Management · Commerce · ERP · English · Oracle · Accounting/Finance,https://wuzzuf.net/jobs/p/JEkXYAL2JAya-Commercial-Finance-Section-Head-Costing-Analysis-Cairo-Egypt?o=74&l=sp&t=sj&a=data analysis|search-v3|hpb
General Accountant,Confidential -,"Marg, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · males_only · Accounting · Finance · Financial Reporting · English · Communication skills · Financial Management · Financial Analysis · MS Office · Accounting/Finance · Logistics/Supply Chain,https://wuzzuf.net/jobs/p/vNy105OupEYA-General-Accountant-Cairo-Egypt?o=75&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Accountant Real Estate,SAK Developments,"New Cairo, Cairo, Egypt ",Full timeExperienced · 4 - 6 Yrs of Exp · Accounting · Accounting Programs · Communication Skills · Finance · Financial Analysis · Financial Management · Communication · Real Estate · Accounting/Finance,https://wuzzuf.net/jobs/p/idby0V5dStaO-Senior-Accountant-Real-Estate-SAK-Developments-Cairo-Egypt?o=76&l=sp&t=sj&a=data analysis|search-v3|hpb
Credit Controller,Energya Cables,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 10+ Yrs of Exp · Accounting · Banking · credit · Credit Control · Finance · Financial Analysis · Accounting/Finance · Banking · Analyst/Research,https://wuzzuf.net/jobs/p/a0VCCthtOMGB-Credit-Controller-Energya-Cables-Cairo-Egypt?o=77&l=sp&t=sj&a=data analysis|search-v3|hpb
HR Officer (Salam City),Ibn Sina Pharma,"Salam City, Cairo, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Human Resources (HR) · Recruitment · Labor Law · Payroll · VLookup · Pivot Table · IF · Data Analysis · Payroll Effects · Law,https://wuzzuf.net/jobs/p/nDQ2RuYwOiv8-HR-Officer-Salam-City-Ibn-Sina-Pharma-Cairo-Egypt?o=78&l=sp&t=sj&a=data analysis|search-v3|hpb
Cost Accountant,Simplex,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Accounting · accountant · Communication skills · Cost Accounting · Finance · Financial Analysis · Manufacturing · Microsoft Office · office · Accounting/Finance,https://wuzzuf.net/jobs/p/RMSN7O9bgIxk-Cost-Accountant-Simplex-Cairo-Egypt?o=79&l=sp&t=sj&a=data analysis|search-v3|hpb
Financial Analyst,Fund Ourselves Ltd,"Downtown, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Accounting · Analysis · Financial · Business Analysis · Finance · Financial Analysis · Accounting/Finance · Analyst/Research,https://wuzzuf.net/jobs/p/taZyrgC155z5-Financial-Analyst-Fund-Ourselves-Ltd-Cairo-Egypt?o=80&l=sp&t=sj&a=data analysis|search-v3|hpb
Regional Business Development Analyst,Acino Pharma Egypt,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Business Analysis · Business Development · Management Consulting · Data Modelling · Corporate Strategy · Finance · Analysis · English · Arabic · Analytical,https://wuzzuf.net/jobs/p/4zew849BMr3h-Regional-Business-Development-Analyst-Acino-Pharma-Egypt-Cairo-Egypt?o=81&l=sp&t=sj&a=data analysis|search-v3|hpb
Finance Manager,Alsoniatex for textile,"Obour City, Cairo, Egypt ",Full timeManager · 5 - 7 Yrs of Exp · Finance · Accounting · Financial Analysis · Financial Management · Commerce · Business Administration · Microsoft Office suite · Microsoft Office · Accounting/Finance,https://wuzzuf.net/jobs/p/6J5svQPKOmbv-Finance-Manager-Alsoniatex-for-textile-Cairo-Egypt?o=82&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Organizational Development Specialist,Nagwa,"Nasr City, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Organization Development · Change Management · Onboarding · Employee Satisfaction · Job Analysis · Performance Management · Human Resources (HR) · Learning &amp; Development · Advisory &amp; Mediation · Labor Relations,https://wuzzuf.net/jobs/p/QEAIr1LnMLUu-Senior-Organizational-Development-Specialist-Nagwa-Cairo-Egypt?o=83&l=sp&t=sj&a=data analysis|search-v3|hpb
Quality Control Manager - Call Center,Confidential -,"Maadi, Cairo, Egypt ",Full timeManager · 5 - 7 Yrs of Exp · Quality · Quality Control · Communication · Leadership · Analysis · Data Analysis · Quality Assurance · QC · Customer Service/Support · Quality,https://wuzzuf.net/jobs/p/IymfW2vQ1brB-Quality-Control-Manager---Call-Center-Cairo-Egypt?o=84&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounts Receivable Accountant,FlairsTech,"Maadi, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Accounts Receivable Accounting · Accounting · Finance · Financial Management · Financial Analysis · Microsoft Excel · Microsoft Office · Financial Reporting Software · Communication Skills · Receivable,https://wuzzuf.net/jobs/p/C5MKOJOevyS7-Accounts-Receivable-Accountant-FlairsTech-Cairo-Egypt?o=85&l=sp&t=sj&a=data analysis|search-v3|hpb
Head Of Products,almentor,"Maadi, Cairo, Egypt ",Full timeManager · 8 - 12 Yrs of Exp · Product Management · Management · Product · Business Analysis · UI · UX · Product Design · Competitive Analysis · Product Roadmap · Vision,https://wuzzuf.net/jobs/p/iijGavutLPxJ-Head-Of-Products-almentor-Cairo-Egypt?o=86&l=sp&t=sj&a=data analysis|search-v3|hpb
SAP Operator,Confidential -,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · males_only · SAP Program · Data Entry · ABAP · IDocs · SAP · English · Information Technology (IT) · IT/Software Development,https://wuzzuf.net/jobs/p/Xp0MIUOpyj05-SAP-Operator-Cairo-Egypt?o=87&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Confidential -,"Bab Sharq, Alexandria, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Accounting · Commerce · Finance · Financial Management · General Accounting · MS Office · English · Financial Analysis · Accounting/Finance,https://wuzzuf.net/jobs/p/1pAFWmCzAetp-Accountant-Alexandria-Egypt?o=88&l=sp&t=sj&a=data analysis|search-v3|hpb
Business Analyst,Centro Global Solutions,"Maadi, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Analysis · Account Analyst · Business Development · Customer Service · Customer Care · Customer Support · Six Sigma · Power BI · Contact Center · CX,https://wuzzuf.net/jobs/p/1bJonp8GYmRK-Business-Analyst-Centro-Global-Solutions-Cairo-Egypt?o=89&l=sp&t=sj&a=data analysis|search-v3|hpb
Sr.Estimation Engineer,Jozoor Landscapes,"New Cairo, Cairo, Egypt ",Full timeExperienced · 6 - 10 Yrs of Exp · Civil Engineering · Estimation · Analysis · Engineering · Contracting · MTO · Landscape · Construction · Engineering - Construction/Civil/Architecture,https://wuzzuf.net/jobs/p/GWJ9tfOPSBVE-SrEstimation-Engineer-Jozoor-Landscapes-Cairo-Egypt?o=90&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Cost Accountant,Massoud Steel,"Obour City, Cairo, Egypt ",Full timeExperienced · 5 - 7 Yrs of Exp · Accounting · Financial Analysis · Manufacturing · excel · Financial Management · Costing ; · Cost Accountant ; · Inventory Controller · Commerce · Finance,https://wuzzuf.net/jobs/p/IkCXx1Jovlt1-Senior-Cost-Accountant-Massoud-Steel-Cairo-Egypt?o=91&l=sp&t=sj&a=data analysis|search-v3|hpb
Credit Control,Scientific Zone,"New Heliopolis, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Credit Control · Credit Controller · Credit · Accounting · Finance · Communication Skills · Financial Analysis · Accounting/Finance,https://wuzzuf.net/jobs/p/ni2sBKlljW6U-Credit-Control-Scientific-Zone-Cairo-Egypt?o=92&l=sp&t=sj&a=data analysis|search-v3|hpb
System Analyst,Informatique Education,"Nasr City, Cairo, Egypt ",Full timeExperienced · 3 - 7 Yrs of Exp · Business Analysis · System Analysis · Computer Science · Development · Information Technology (IT) · Programming · Software Development · IT/Software Development · Analyst/Research,https://wuzzuf.net/jobs/p/QO2Blp1HCN14-System-Analyst-Informatique-Education-Cairo-Egypt?o=93&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Business Analyst,Talaat Moustafa Group,"Madinaty, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Business Analysis · Business Development · Information Technology (IT) · Software · Communication · Computer Science · Engineering · business · Analysis · Arabic,https://wuzzuf.net/jobs/p/ZeQqrjNeqgSY-Senior-Business-Analyst-Talaat-Moustafa-Group-Cairo-Egypt?o=94&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Alpha Matar Co. For Elevators & Escalators ,"Mohandessin, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Accounting · Finance · Financial Analysis · Financial Management · Axis · Finance Analysis · Financial Services · Financial Accounting · Accounting/Finance,https://wuzzuf.net/jobs/p/17bzI4dEQDIj-Accountant-Alpha-Matar-Co-For-Elevators-Escalators-Giza-Egypt?o=95&l=sp&t=sj&a=data analysis|search-v3|hpb
Recruitment & OD Senior Specialist,Orientals for Urban Development,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · females_only · Recruitment · OD · Organization Development · Human Resources (HR) · Job Analysis · Interview · Microsoft Office · Sourcing · Interviewing · Human Resources,https://wuzzuf.net/jobs/p/FSegeOBRL1fM-Recruitment-OD-Senior-Specialist-Orientals-for-Urban-Development-Cairo-Egypt?o=96&l=sp&t=sj&a=data analysis|search-v3|hpb
Feasibility Study Specialist,Confidential -,"Heliopolis, Cairo, Egypt ",Freelance / ProjectExperienced · 5+ Yrs of Exp · Accounting · Analysis · Economics · English · Feasibility Studies · Finance · Financial Modeling · Writing · Accounting/Finance · Analyst/Research,https://wuzzuf.net/jobs/p/gWPczM3gZbtt-Feasibility-Study-Specialist-Cairo-Egypt?o=97&l=sp&t=sj&a=data analysis|search-v3|hpb
Maintenance Engineer /Technician,Etisal EG,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · males_only · English · Data Driven · Data Analysis · Ads · Maintenance · Engineering · Arabic · Hardware · Computer Skills · Mechanical Engineering,https://wuzzuf.net/jobs/p/TDZ8K0AIlF2J-Maintenance-Engineer-Technician-Etisal-EG-Cairo-Egypt?o=98&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Accountant,eelu,"Dokki, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Finance · Accounting · Financial Analysis · Financial Management · Microsoft Office · Accounting/Finance,https://wuzzuf.net/jobs/p/eygsIcry0mNK-Senior-Accountant-eelu-Giza-Egypt?o=99&l=sp&t=sj&a=data analysis|search-v3|hpb
Credit Analyst - valU,EFG Hermes,"Smart Village, Giza, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Risk Management · Credit analyst · Banking · Finance · Financial Analysis · Accounting · Microsoft Office · English · Accounting/Finance · Banking,https://wuzzuf.net/jobs/p/NXh9XptDqvat-Credit-Analyst---valU-EFG-Hermes-Giza-Egypt?o=100&l=sp&t=sj&a=data analysis|search-v3|hpb
UI/UX Designer,Tamkeen Al-Aamal Management Est.,"Cairo, Egypt ",Freelance / ProjectWork from homeExperienced · 4 - 7 Yrs of Exp · UI · UX · Design · Information Technology (IT) · Visual Design · User Research · Digital · Information Architecture · Data Research · Story Boarding,https://wuzzuf.net/jobs/p/e56FAWTZ8n7T-UIUX-Designer-Tamkeen-Al-Aamal-Management-Est-Cairo-Egypt?o=101&l=sp&t=sj&a=data analysis|search-v3|hpb
Market Research Manager - Mobile Phones,IDC,"6th of October, Giza, Egypt ",Full timeManager · 8 - 10 Yrs of Exp · Information Technology (IT) · Market Research · Communication Skills · Research · IT · English · Analysis · mobile phones · telecom · Operations/Management,https://wuzzuf.net/jobs/p/7zGVE8jE5MeF-Market-Research-Manager---Mobile-Phones-IDC-Giza-Egypt?o=102&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,appcorp,"Heliopolis, Cairo, Egypt ",Full timeEntry Level · 0 - 2 Yrs of Exp · Finance · Accounting · Financial Analysis · Financial Management · Commerce · Accounting/Finance,https://wuzzuf.net/jobs/p/yqQXPPZZFLWo-Accountant-appcorp-Cairo-Egypt?o=103&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounts Payable & Taxation Accountant,GEMS Education,"Madinaty, Cairo, Egypt ",Full timeExperienced · 10+ Yrs of Exp · Accounting · Finance · Financial Management · Financial Analysis · AP · Accounts Payable · Taxation · Communication Skills · Microsoft Office · Microsoft Excel,https://wuzzuf.net/jobs/p/PdRAJGpsNHpm-Accounts-Payable-Taxation-Accountant-GEMS-Education-Cairo-Egypt?o=104&l=sp&t=sj&a=data analysis|search-v3|hpb
"Payable Accountant ""AP Accountant""",FlairsTech,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Accounting · Finance · Accounts Payable · English · Payable · Communication Skills · Financial Analysis · Communication · MS Office · Accounts,https://wuzzuf.net/jobs/p/kqUkW1EvrkUl-Payable-Accountant-AP-Accountant-FlairsTech-Cairo-Egypt?o=105&l=sp&t=sj&a=data analysis|search-v3|hpb
RTM Admin,Sykes Enterprises,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · RTM · RTA · Call Center · Reporting · English · Customer Service · WFM · Excel · PBI · Analysis,https://wuzzuf.net/jobs/p/pjPFz8eDpMYe-RTM-Admin-Sykes-Enterprises-Cairo-Egypt?o=106&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Media Buyer,Dawa Fast,"Cairo, Egypt ",Part timeWork from homeExperienced · 2 - 4 Yrs of Exp · Performance · Performance Marketing · Digital Marketing · Digital · Marketing · Social Media · Analysis · Marketing/PR/Advertising · Media/Journalism/Publishing,https://wuzzuf.net/jobs/p/mM08P8JEnEKb-Senior-Media-Buyer-Dawa-Fast-Cairo-Egypt?o=107&l=sp&t=sj&a=data analysis|search-v3|hpb
Sr.Cost Accountant,National Pipe Company,"Badr City, Cairo, Egypt ",Full timeExperienced · 5 - 7 Yrs of Exp · Accounting · Cost Accounting · Finance · Financial Analysis · Accounting/Finance,https://wuzzuf.net/jobs/p/5o5x2w5sYUXc-SrCost-Accountant-National-Pipe-Company-Cairo-Egypt?o=108&l=sp&t=sj&a=data analysis|search-v3|hpb
Quality Control Manager - Food Industry,B-Solution,"6th of October, Giza, Egypt ",Full timeManager · 5 - 20 Yrs of Exp · Production · quality · Manufacturing · Quality Control · Analysis · Business Administration · Quality Assurance · Operations/Management · Quality,https://wuzzuf.net/jobs/p/s7peofNdNQcv-Quality-Control-Manager---Food-Industry-B-Solution-Giza-Egypt?o=109&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounting Supervisor (Contractors & Suppliers),Orientals for Urban Development,"Sheraton, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Accounting · Communication · Construction · Finance · Cost Accounting · Financial Analysis · Financial Management · Accounting/Finance,https://wuzzuf.net/jobs/p/x9Nmb94M8coM-Accounting-Supervisor-Contractors-Suppliers-Orientals-for-Urban-Development-Cairo-Egypt?o=110&l=sp&t=sj&a=data analysis|search-v3|hpb
ETL Developer,Advansys ESC,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · ETL · Informatica · BI · SQL · Information Technology (IT) · Database · Data Warehouse · Computer Science · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/8ypsn4vSXZ1N-ETL-Developer-Advansys-ESC-Cairo-Egypt?o=111&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant - SAP,Mahgoub Group,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1+ Yrs of Exp · Accounting · Microsoft Office · Finance · Financial Management · Financial Analysis · SAP · FICO · PPV · GL · SAP FI,https://wuzzuf.net/jobs/p/bgdkLT6xd6iG-Accountant---SAP-Mahgoub-Group-Cairo-Egypt?o=112&l=sp&t=sj&a=data analysis|search-v3|hpb
Financial Manager for A big Company in Saudi Arabia,Altayar recruitment,"Cairo, Egypt ",Full timeManager · 10 - 15 Yrs of Exp · Accounting · Finance · English · Financial Analysis · Financial Management · Accounting/Finance,https://wuzzuf.net/jobs/p/tUINzF3hhEsq-Financial-Manager-for-A-big-Company-in-Saudi-Arabia-Altayar-recruitment-Cairo-Egypt?o=113&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Treasury Accountant,eelu,"Dokki, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Finance · Accounting · Financial Analysis · Financial Management · Treasury · Accounting/Finance,https://wuzzuf.net/jobs/p/06lVReByNSST-Senior-Treasury-Accountant-eelu-Giza-Egypt?o=114&l=sp&t=sj&a=data analysis|search-v3|hpb
